task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
FILE-11-faa79c229bded8b4	2	INPUTS	11	html/sql-commit.html	content-change:generated-output	PG11-H004595	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-commit.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-commit.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-018f0a4f234cdcb8	2	INPUTS	11	html/sql-copy.html	content-change:generated-output	PG11-H004596,PG11-H004597,PG11-H004598,PG11-H004599,PG11-H004600,PG11-H004601,PG11-H004602,PG11-H004603,PG11-H004604,PG11-H004605,PG11-H004606,PG11-H004607	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-copy.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-copy.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-dec2c9a832b929f2	2	INPUTS	11	html/sql-create-access-method.html	content-change:generated-output	PG11-H004608,PG11-H004609,PG11-H004610	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-create-access-method.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-create-access-method.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-ca724b752a87fbaf	2	INPUTS	11	html/sql-createaggregate.html	content-change:generated-output	PG11-H004611,PG11-H004612,PG11-H004613,PG11-H004614,PG11-H004615,PG11-H004616,PG11-H004617,PG11-H004618,PG11-H004619,PG11-H004620	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createaggregate.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createaggregate.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-2c309de78830f351	2	INPUTS	11	html/sql-createcast.html	content-change:generated-output	PG11-H004621,PG11-H004622,PG11-H004623	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createcast.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createcast.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-951fa7a0715edd51	2	INPUTS	11	html/sql-createcollation.html	content-change:generated-output	PG11-H004624,PG11-H004625,PG11-H004626,PG11-H004627	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createcollation.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createcollation.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-f83a15f6e4e9599a	2	INPUTS	11	html/sql-createconversion.html	content-change:generated-output	PG11-H004628,PG11-H004629,PG11-H004630	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createconversion.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createconversion.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-fb8ca2b0f0556f4d	2	INPUTS	11	html/sql-createdatabase.html	content-change:generated-output	PG11-H004631,PG11-H004632,PG11-H004633,PG11-H004634,PG11-H004635,PG11-H004636,PG11-H004637,PG11-H004638	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createdatabase.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createdatabase.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-fa2b36b6f6a45fee	2	INPUTS	11	html/sql-createdomain.html	content-change:generated-output	PG11-H004639,PG11-H004640,PG11-H004641	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createdomain.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createdomain.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-1818972127557e9f	2	INPUTS	11	html/sql-createeventtrigger.html	content-change:generated-output	PG11-H004642,PG11-H004643	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createeventtrigger.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createeventtrigger.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-69a87aa97138fb04	2	INPUTS	11	html/sql-createextension.html	content-change:generated-output	PG11-H004644,PG11-H004645,PG11-H004646,PG11-H004647,PG11-H004648	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createextension.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createextension.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-80ad90e86bf08d19	2	INPUTS	11	html/sql-createforeigndatawrapper.html	content-change:generated-output	PG11-H004649,PG11-H004650	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createforeigndatawrapper.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createforeigndatawrapper.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-f2e81b7efc216c4b	2	INPUTS	11	html/sql-createforeigntable.html	content-change:generated-output	PG11-H004651,PG11-H004652,PG11-H004653,PG11-H004654,PG11-H004655,PG11-H004656,PG11-H004657	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createforeigntable.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createforeigntable.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-fffa48f65750e620	2	INPUTS	11	html/sql-createfunction.html	content-change:generated-output	PG11-H004658,PG11-H004659,PG11-H004660,PG11-H004661,PG11-H004662,PG11-H004663,PG11-H004664,PG11-H004665,PG11-H004666,PG11-H004667,PG11-H004668	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createfunction.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createfunction.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-3a447269c927fec6	2	INPUTS	11	html/sql-creategroup.html	content-change:generated-output	PG11-H004669,PG11-H004670	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-creategroup.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-creategroup.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-0ff0b9ff4c455105	2	INPUTS	11	html/sql-createindex.html	content-change:generated-output	PG11-H004671,PG11-H004672,PG11-H004673,PG11-H004674,PG11-H004675,PG11-H004676,PG11-H004677,PG11-H004678,PG11-H004679,PG11-H004680,PG11-H004681,PG11-H004682,PG11-H004683,PG11-H004684,PG11-H004685,PG11-H004686,PG11-H004687	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createindex.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createindex.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-8400fcab494cca54	2	INPUTS	11	html/sql-createlanguage.html	content-change:generated-output	PG11-H004688,PG11-H004689,PG11-H004690,PG11-H004691,PG11-H004692	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createlanguage.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createlanguage.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-040317d7bc5fbb1d	2	INPUTS	11	html/sql-creatematerializedview.html	content-change:generated-output	PG11-H004693,PG11-H004694,PG11-H004695,PG11-H004696	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-creatematerializedview.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-creatematerializedview.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-30b5620014302135	2	INPUTS	11	html/sql-createopclass.html	content-change:generated-output	PG11-H004697,PG11-H004698,PG11-H004699,PG11-H004700,PG11-H004701,PG11-H004702,PG11-H004703	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createopclass.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createopclass.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-33649f824c7f0b6c	2	INPUTS	11	html/sql-createoperator.html	content-change:generated-output	PG11-H004704,PG11-H004705,PG11-H004706,PG11-H004707,PG11-H004708,PG11-H004709,PG11-H004710	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createoperator.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createoperator.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4ca54b2488419610	2	INPUTS	11	html/sql-createopfamily.html	content-change:generated-output	PG11-H004711,PG11-H004712,PG11-H004713	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createopfamily.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createopfamily.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-767df4df53830b05	2	INPUTS	11	html/sql-createpolicy.html	content-change:generated-output	PG11-H004714,PG11-H004715,PG11-H004716,PG11-H004717,PG11-H004718,PG11-H004719,PG11-H004720,PG11-H004721,PG11-H004722,PG11-H004723	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createpolicy.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createpolicy.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4929fc68e811c577	2	INPUTS	11	html/sql-createprocedure.html	content-change:generated-output	PG11-H004724,PG11-H004725,PG11-H004726,PG11-H004727,PG11-H004728,PG11-H004729,PG11-H004730	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createprocedure.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createprocedure.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4703d6541e5d3036	2	INPUTS	11	html/sql-createpublication.html	content-change:generated-output	PG11-H004731,PG11-H004732,PG11-H004733,PG11-H004734,PG11-H004735	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createpublication.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createpublication.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-8bca33b6b16e5adf	2	INPUTS	11	html/sql-createrole.html	content-change:generated-output	PG11-H004736,PG11-H004737,PG11-H004738,PG11-H004739,PG11-H004740,PG11-H004741	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createrole.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createrole.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-c4f4debea86e193f	2	INPUTS	11	html/sql-createrule.html	content-change:generated-output	PG11-H004742,PG11-H004743	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createrule.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createrule.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-597dffa87e2e8019	2	INPUTS	11	html/sql-createschema.html	content-change:generated-output	PG11-H004744,PG11-H004745,PG11-H004746	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createschema.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createschema.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-59599e644ed41bf9	2	INPUTS	11	html/sql-createsequence.html	content-change:generated-output	PG11-H004747,PG11-H004748,PG11-H004749,PG11-H004750	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createsequence.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createsequence.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-7747dcff50438cf1	2	INPUTS	11	html/sql-createserver.html	content-change:generated-output	PG11-H004751,PG11-H004752	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createserver.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createserver.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-7e76d6aaf2585b19	2	INPUTS	11	html/sql-createstatistics.html	content-change:generated-output	PG11-H004753,PG11-H004754,PG11-H004755,PG11-H004756	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createstatistics.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createstatistics.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-fc3bd780145ff5bf	2	INPUTS	11	html/sql-createsubscription.html	content-change:generated-output	PG11-H004757,PG11-H004758,PG11-H004759,PG11-H004760,PG11-H004761	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createsubscription.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createsubscription.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-8cf07f2d76fe6e68	2	INPUTS	11	html/sql-createtable.html	content-change:generated-output	PG11-H004762,PG11-H004763,PG11-H004764,PG11-H004765,PG11-H004766,PG11-H004767,PG11-H004768,PG11-H004769,PG11-H004770,PG11-H004771,PG11-H004772,PG11-H004773,PG11-H004774,PG11-H004775,PG11-H004776,PG11-H004777,PG11-H004778,PG11-H004779,PG11-H004780,PG11-H004781,PG11-H004782,PG11-H004783,PG11-H004784,PG11-H004785,PG11-H004786,PG11-H004787,PG11-H004788,PG11-H004789,PG11-H004790,PG11-H004791,PG11-H004792,PG11-H004793	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtable.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtable.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4485fc659840bfad	2	INPUTS	11	html/sql-createtableas.html	content-change:generated-output	PG11-H004794,PG11-H004795,PG11-H004796,PG11-H004797,PG11-H004798,PG11-H004799,PG11-H004800,PG11-H004801	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtableas.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtableas.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-41ec1ee11cc14033	2	INPUTS	11	html/sql-createtablespace.html	content-change:generated-output	PG11-H004802,PG11-H004803,PG11-H004804,PG11-H004805	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtablespace.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtablespace.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-b9f6d290f992d189	2	INPUTS	11	html/sql-createtransform.html	content-change:generated-output	PG11-H004806,PG11-H004807,PG11-H004808	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtransform.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtransform.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-5494fd33a5d69376	2	INPUTS	11	html/sql-createtrigger.html	content-change:generated-output	PG11-H004809,PG11-H004810,PG11-H004811,PG11-H004812,PG11-H004813,PG11-H004814,PG11-H004815,PG11-H004816,PG11-H004817,PG11-H004818,PG11-H004819,PG11-H004820,PG11-H004821	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtrigger.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtrigger.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-76085aab4a2fcf81	2	INPUTS	11	html/sql-createtsconfig.html	content-change:generated-output	PG11-H004822,PG11-H004823	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtsconfig.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtsconfig.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-db634a14c2a5731b	2	INPUTS	11	html/sql-createtsdictionary.html	content-change:generated-output	PG11-H004824,PG11-H004825	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtsdictionary.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtsdictionary.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-323c1bdcd20799d5	2	INPUTS	11	html/sql-createtsparser.html	content-change:generated-output	PG11-H004826,PG11-H004827	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtsparser.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtsparser.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-e902754e2107d105	2	INPUTS	11	html/sql-createtstemplate.html	content-change:generated-output	PG11-H004828,PG11-H004829	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtstemplate.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtstemplate.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-f278e6865eee7556	2	INPUTS	11	html/sql-createtype.html	content-change:generated-output	PG11-H004830,PG11-H004831,PG11-H004832,PG11-H004833,PG11-H004834,PG11-H004835,PG11-H004836,PG11-H004837,PG11-H004838,PG11-H004839,PG11-H004840,PG11-H004841,PG11-H004842,PG11-H004843,PG11-H004844,PG11-H004845,PG11-H004846,PG11-H004847	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createtype.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createtype.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-2005f43c2f720e9f	2	INPUTS	11	html/sql-createuser.html	content-change:generated-output	PG11-H004848,PG11-H004849,PG11-H004850	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createuser.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createuser.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-f857eb6bb2f18316	2	INPUTS	11	html/sql-createusermapping.html	content-change:generated-output	PG11-H004851,PG11-H004852,PG11-H004853	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createusermapping.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createusermapping.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-588c6da055abc01d	2	INPUTS	11	html/sql-createview.html	content-change:generated-output	PG11-H004854,PG11-H004855,PG11-H004856,PG11-H004857	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-createview.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-createview.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-3dd4d524a01641d8	2	INPUTS	11	html/sql-deallocate.html	content-change:generated-output	PG11-H004858,PG11-H004859	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-deallocate.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-deallocate.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4708dc4449a2da14	2	INPUTS	11	html/sql-declare.html	content-change:generated-output	PG11-H004860,PG11-H004861,PG11-H004862,PG11-H004863,PG11-H004864,PG11-H004865,PG11-H004866,PG11-H004867,PG11-H004868	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-declare.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-declare.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-d50c0c00e317b9cb	2	INPUTS	11	html/sql-delete.html	content-change:generated-output	PG11-H004869,PG11-H004870,PG11-H004871	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-delete.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-delete.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-2f7f6e787015a11f	2	INPUTS	11	html/sql-discard.html	content-change:generated-output	PG11-H004872,PG11-H004873	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-discard.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-discard.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-feca074c518bdeac	2	INPUTS	11	html/sql-do.html	content-change:generated-output	PG11-H004874,PG11-H004875	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-do.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-do.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-8be0fefc5cfba7b6	2	INPUTS	11	html/sql-drop-access-method.html	content-change:generated-output	PG11-H004876,PG11-H004877,PG11-H004878	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-drop-access-method.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-drop-access-method.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-72b355030ea2265b	2	INPUTS	11	html/sql-drop-owned.html	content-change:generated-output	PG11-H004879,PG11-H004880,PG11-H004881	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-drop-owned.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-drop-owned.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-2787bcd49bdfc3a0	2	INPUTS	11	html/sql-dropaggregate.html	content-change:generated-output	PG11-H004882,PG11-H004883,PG11-H004884	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropaggregate.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropaggregate.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-869f72c0d0676893	2	INPUTS	11	html/sql-dropcast.html	content-change:generated-output	PG11-H004885,PG11-H004886	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropcast.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropcast.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-ad26cd662b9d2d99	2	INPUTS	11	html/sql-dropcollation.html	content-change:generated-output	PG11-H004887,PG11-H004888,PG11-H004889	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropcollation.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropcollation.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-09d5dcd4e65c7f36	2	INPUTS	11	html/sql-dropconversion.html	content-change:generated-output	PG11-H004890,PG11-H004891	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropconversion.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropconversion.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-3355a993b01775f7	2	INPUTS	11	html/sql-dropdatabase.html	content-change:generated-output	PG11-H004892,PG11-H004893,PG11-H004894	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropdatabase.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropdatabase.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
FILE-11-4b610a14421e0bf2	2	INPUTS	11	html/sql-dropdomain.html	content-change:generated-output	PG11-H004895,PG11-H004896,PG11-H004897	/Users/vonng/pgsty/pgdoc/en/11.22/html/sql-dropdomain.html	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/html/sql-dropdomain.html	root:file_and_structure	complete;raw_diff_and_source_disposition_verified	path_equations;raw_diff_reconstruction;final_source_disposition
